Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675105818.537492,39,69018,0,GPS1_Frame,42.33712333333333,-71.09044,0.0,0.0,327787.92220627016,4689324.0710187135,19:10:18,19,T
1675105819.247802,40,69019,0,GPS1_Frame,42.33712333333333,-71.09044,12.899999618530273,1.0,327787.92220627016,4689324.0710187135,19:10:19,19,T
1675105819.5389857,41,69019,0,GPS1_Frame,42.33712333333333,-71.09044,0.0,0.0,327787.92220627016,4689324.0710187135,19:10:19,19,T
1675105820.2474494,42,69020,0,GPS1_Frame,42.33712333333333,-71.09044,12.899999618530273,1.0,327787.92220627016,4689324.0710187135,19:10:20,19,T
1675105820.5382366,43,69020,0,GPS1_Frame,42.33712333333333,-71.09044,0.0,0.0,327787.92220627016,4689324.0710187135,19:10:20,19,T
1675105821.2760284,44,69021,0,GPS1_Frame,42.33712333333333,-71.09044,12.899999618530273,1.0,327787.92220627016,4689324.0710187135,19:10:21,19,T
1675105821.566862,45,69021,0,GPS1_Frame,42.33712333333333,-71.09044,0.0,0.0,327787.92220627016,4689324.0710187135,19:10:21,19,T
1675105822.246254,46,69022,0,GPS1_Frame,42.33712333333333,-71.09044,12.899999618530273,1.0,327787.92220627016,4689324.0710187135,19:10:22,19,T
1675105822.974953,47,69022,0,GPS1_Frame,42.33712333333333,-71.09044,0.0,0.0,327787.92220627016,4689324.0710187135,19:10:22,19,T
1675105823.24743,48,69023,0,GPS1_Frame,42.33712333333333,-71.09044,12.899999618530273,1.0,327787.92220627016,4689324.0710187135,19:10:23,19,T
1675105823.5386443,49,69023,0,GPS1_Frame,42.33712333333333,-71.09044,0.0,0.0,327787.92220627016,4689324.0710187135,19:10:23,19,T
1675105824.247312,50,69024,0,GPS1_Frame,42.337125,-71.09043833333334,12.800000190734863,1.0,327788.064062978,4689324.252713892,19:10:24,19,T
1675105824.538407,51,69024,0,GPS1_Frame,42.337125,-71.09043833333334,0.0,0.0,327788.064062978,4689324.252713892,19:10:24,19,T
1675105825.2790596,52,69025,0,GPS1_Frame,42.337125,-71.09043833333334,12.800000190734863,1.0,327788.064062978,4689324.252713892,19:10:25,19,T
1675105825.5701964,53,69025,0,GPS1_Frame,42.337125,-71.09043833333334,0.0,0.0,327788.064062978,4689324.252713892,19:10:25,19,T
1675105826.246642,54,69026,0,GPS1_Frame,42.337125,-71.09043833333334,12.800000190734863,1.0,327788.064062978,4689324.252713892,19:10:26,19,T
1675105826.5375335,55,69026,0,GPS1_Frame,42.337125,-71.09043833333334,0.0,0.0,327788.064062978,4689324.252713892,19:10:26,19,T
1675105827.2763622,56,69027,0,GPS1_Frame,42.337125,-71.09043833333334,12.800000190734863,1.0,327788.064062978,4689324.252713892,19:10:27,19,T
1675105828.0050251,57,69027,0,GPS1_Frame,42.337125,-71.09043833333334,0.0,0.0,327788.064062978,4689324.252713892,19:10:27,19,T
1675105828.248229,58,69028,0,GPS1_Frame,42.337125,-71.09043833333334,12.800000190734863,1.0,327788.064062978,4689324.252713892,19:10:28,19,T
1675105828.5392375,59,69028,0,GPS1_Frame,42.337125,-71.09043833333334,0.0,0.0,327788.064062978,4689324.252713892,19:10:28,19,T
1675105829.2765057,60,69029,0,GPS1_Frame,42.337125,-71.09043833333334,12.800000190734863,1.0,327788.064062978,4689324.252713892,19:10:29,19,T
